repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
CycloneDX/cdxgen,450..999,786,2025-09-22T22:17:30Z,package.json,139,29,"GHSA-vg6x-rcgg-rjx6,GHSA-r8f7-9pfq-mjmv,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-mvjj-gqq2-p4hw,GHSA-vg7j-7cwx-8wgw,GHSA-64vr-g452-qvp3,GHSA-3wf4-68gx-mph8,GHSA-rv95-896h-c2vc,GHSA-f8mp-x433-5wpf,GHSA-356w-63v5-8wf4,GHSA-m7xq-9374-9rvx,GHSA-9v62-24cr-58cx,GHSA-g4jq-h2w9-997c,GHSA-qw6h-vgh9-j6wx,GHSA-7fh5-64p2-3v2j,GHSA-353f-5xf4-qw67,GHSA-9pv7-vfvm-6vr7,GHSA-fwvg-2739-22v7,GHSA-96g7-g7g9-jxw8,GHSA-jqfw-vq24-v9c3,GHSA-9m93-w8w6-76hh,GHSA-8jhw-289h-jh2g,GHSA-968p-4wvh-cqc8,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-92r3-m2mg-pj97,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x","CVE-2023-34092,CVE-2023-3696,CVE-2025-46565,CVE-2025-32395,CVE-2025-31486,CVE-2024-11023,CVE-2025-30208,CVE-2024-23331,CVE-2024-29041,CVE-2024-43796,CVE-2018-6341,BIT-mongoose-2023-3696,CVE-2025-27789,CVE-2023-7080,CVE-2025-31125,CVE-2023-26144,CVE-2020-24025,CVE-2025-24010,CVE-2024-51757,CVE-2024-53900,CVE-2023-44270,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2023-7078,CVE-2025-23061,CVE-2024-31207,CVE-2023-49293,CVE-2025-58752","5.3,5.3,6.1,5.3,5.0,7.5,5.3,10.0","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,LOW,CRITICAL,HIGH,CRITICAL,MODERATE,MODERATE,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,CRITICAL,HIGH,CRITICAL,MODERATE",47
sassanix/Warracker,450..999,783,2025-09-22T08:32:51Z,package.json,0,0,,,,,0
robchahin/sso-wall-of-shame,450..999,782,2025-09-22T16:40:42Z,package.json,0,0,,,,,0
commitizen/cz-conventional-changelog,450..999,783,2025-09-07T07:26:56Z,package.json,13,0,,,,,0
foam-framework/foam,450..999,784,2025-09-09T11:44:35Z,package.json,18,3,"GHSA-j383-35pm-c5h4,GHSA-m5pj-vjjf-4m3h,GHSA-rm36-94g8-835r","CVE-2022-1537,CVE-2022-0436,CVE-2020-7729",7.8,"HIGH,MODERATE,HIGH",1
firebase/snippets-web,450..999,782,2025-09-17T06:05:32Z,package.json,16,15,"GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-3h52-269p-cp9r,GHSA-5r98-f33j-g8h7,GHSA-4342-x723-ch2f,GHSA-gp8f-8m3g-qvj9,GHSA-9m87-6fj3-c5xh,GHSA-xv57-4mr9-wg8v,GHSA-7m27-7ghc-44w9,GHSA-g77x-44xx-532m,GHSA-7gfc-8cq8-jh5f,GHSA-3wf4-68gx-mph8,GHSA-vm32-9rqf-rh3r,GHSA-g5qg-72qw-gw5v,GHSA-8cc4-rfj6-fhg4","CVE-2025-55173,CVE-2025-57822,CVE-2025-29927,CVE-2024-46982,CVE-2024-47831,CVE-2025-57752,CVE-2024-53866,CVE-2024-51479,CVE-2024-11023,CVE-2025-32421,CVE-2022-26183,CVE-2025-48068,CVE-2024-47829,CVE-2024-56332,CVE-2023-37478",,"MODERATE,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,LOW,CRITICAL,LOW,MODERATE,MODERATE,MODERATE",53
github/safe-settings,450..999,782,2025-09-21T14:43:10Z,package.json,30,0,,,,,0
asciidoctor/asciidoctor.js,450..999,781,2025-09-21T05:25:50Z,package.json,49,10,"GHSA-ghr5-ch3p-vcr6,GHSA-phwq-j96m-2c2q,GHSA-x77j-w7wf-fjmw,GHSA-f2jv-r9rf-7988,GHSA-p493-635q-r6gr,GHSA-3965-hpx2-q597,GHSA-765h-qjxv-5f44,GHSA-22r3-9w55-cj54,GHSA-gcx4-mw62-g8wm","CVE-2021-23383,CVE-2024-36361,CVE-2024-24828,CVE-2021-21353,CVE-2021-23369,CVE-2023-2142,CVE-2024-33883,CVE-2022-29078,CVE-2023-29827,CVE-2024-47068","6.8,5.6,6.6,9.8,6.1,6.1","MODERATE,MODERATE,CRITICAL,CRITICAL,MODERATE,MODERATE,CRITICAL,MODERATE,MODERATE,HIGH,MODERATE",1
tree-sitter/node-tree-sitter,450..999,772,2025-09-23T00:27:57Z,package.json,20,1,GHSA-52f5-9888-hmc6,CVE-2025-54798,,LOW,0
nullstack/nullstack,450..999,779,2025-09-08T18:30:21Z,package.json,30,5,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-wr3j-pwj9-hqq6,GHSA-rv95-896h-c2vc,GHSA-4vvj-4cpr-p986","CVE-2024-43788,CVE-2024-29180,CVE-2024-45590,CVE-2024-43796,CVE-2024-29041","7.5,5.0,6.4","HIGH,HIGH,MODERATE,LOW,MODERATE",0
patrikx3/redis-ui,450..999,772,2025-09-19T00:28:17Z,package.json,18,12,"GHSA-mqm9-c95h-x2p6,GHSA-j58c-ww9w-pwp5,GHSA-2qqx-w9hr-q5gx,GHSA-vmqv-hx8q-j7mg,GHSA-prc3-vjfx-vhm9,GHSA-4w4v-5hc9-xrr2,GHSA-2vrf-hf26-jrp5,GHSA-m2h2-264f-f486,GHSA-qwqh-hm9m-p5hr,GHSA-4hjh-wcwx-xvwj,GHSA-m9gf-397r-hwpg","CVE-2024-8372,CVE-2023-26118,CVE-2024-21490,CVE-2024-8373,CVE-2025-0716,CVE-2025-55305,CVE-2021-4231,CVE-2023-26116,CVE-2022-25844,CVE-2025-58754,CVE-2022-25869,CVE-2023-26117","3.5,5.3","MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,MODERATE,LOW,LOW,MODERATE,MODERATE",0
biwascheme/biwascheme,450..999,771,2025-09-22T14:22:47Z,package.json,12,4,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc,GHSA-gcx4-mw62-g8wm","CVE-2024-43796,CVE-2024-47068,CVE-2024-45590,CVE-2024-29041","6.1,5.0,6.1,7.5","HIGH,MODERATE,LOW,HIGH",0
open-telemetry/opentelemetry.io,450..999,771,2025-09-22T14:30:33Z,package.json,47,1,,CVE-2025-58460,"4.2,4.2,4.2,4.2,4.2",,0
ledccn/iyuuplus-dev,450..999,769,2025-09-22T09:18:25Z,package.json,0,0,,,,,0
cefjoeii/mern-crud,450..999,768,2025-09-14T22:45:55Z,package.json,21,1,GHSA-qwcr-r2fm-qrc7,CVE-2024-45590,7.5,HIGH,0
ScratchAddons/ScratchAddons,450..999,768,2025-09-22T12:20:57Z,package.json,0,0,,,,,0
CosmoCreeper/Sine,450..999,766,2025-09-23T00:07:56Z,package.json,0,0,,,,,0
tavily-ai/tavily-mcp,450..999,766,2025-09-22T14:18:43Z,package.json,7,4,"GHSA-8hc4-vh64-cxmj,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2024-39338,CVE-2024-57965,CVE-2025-58754,CVE-2025-27152",0.0,"HIGH,HIGH,HIGH",0
renmu123/biliLive-tools,450..999,769,2025-09-22T23:53:43Z,package.json,147,23,"GHSA-hcg3-56jf-x4vh,GHSA-fjgf-rc76-4x9p,GHSA-hrpq-r399-whgw,GHSA-x574-m823-4x7w,GHSA-44fp-w29j-9vj5,GHSA-593f-38f6-jp5m,GHSA-79xf-67r4-q2jj,GHSA-33vh-7x8q-mg35,GHSA-356w-63v5-8wf4,GHSA-4hjh-wcwx-xvwj,GHSA-g4jq-h2w9-997c,GHSA-3h5v-q93c-6h6q,GHSA-g5hg-p3ph-g8qg,GHSA-xcj6-pq6g-qj4x,GHSA-jqfw-vq24-v9c3,GHSA-x2rg-q646-7m2v,GHSA-vmqv-hx8q-j7mg,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-4pg4-qvpc-4q3h,GHSA-jgmv-j7ww-jx2x,GHSA-jr5f-v2jv-69x6,GHSA-9pcf-h8q9-63f6","CVE-2020-7710,CVE-2025-47935,CVE-2025-46565,CVE-2023-26121,CVE-2025-32395,CVE-2023-26122,CVE-2025-31486,CVE-2025-47944,CVE-2025-30208,CVE-2025-58754,CVE-2025-7338,CVE-2024-37890,CVE-2022-25904,CVE-2025-58751,CVE-2025-55305,CVE-2025-27152,CVE-2025-8129,CVE-2025-31125,CVE-2025-32379,CVE-2025-48997,CVE-2025-58752,CVE-2025-25200","3.5,5.3,7.5","CRITICAL,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,CRITICAL,CRITICAL,HIGH,CRITICAL,CRITICAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH",26
jellyfin/jellyfin-webos,450..999,764,2025-09-19T14:59:29Z,package.json,1,0,,,,,0
expressjs/vhost,450..999,764,2025-09-17T06:02:20Z,package.json,10,0,,,,,0
RobotWebTools/roslibjs,450..999,762,2025-09-22T05:33:28Z,package.json,25,4,"GHSA-g4jq-h2w9-997c,GHSA-9crc-q9x8-hgqq,GHSA-3h5v-q93c-6h6q,GHSA-jqfw-vq24-v9c3","CVE-2024-37890,CVE-2025-24964,CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW,HIGH,CRITICAL",0
MeowDump/Integrity-Box,450..999,757,2025-09-23T03:07:17Z,package.json,0,0,,,,,0
shikha-16/Women-in-Technology,450..999,759,2025-09-17T12:19:52Z,package.json,23,0,,,,,0
rdfjs/N3.js,450..999,757,2025-09-20T12:39:30Z,package.json,20,0,,,,,0
18F/analytics.usa.gov,450..999,760,2025-09-22T04:23:16Z,package.json,46,1,GHSA-4vvj-4cpr-p986,CVE-2024-43788,6.4,MODERATE,0
mapbox/mapbox-sdk-js,450..999,756,2025-09-12T09:20:58Z,package.json,30,4,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc,GHSA-gcx4-mw62-g8wm","CVE-2024-43796,CVE-2024-47068,CVE-2017-1000042,CVE-2024-29041","6.1,6.1,5.0","HIGH,MODERATE,LOW",0
focus-trap/focus-trap-react,450..999,757,2025-09-18T08:39:04Z,package.json,50,0,,,,,0
cmliu/CF-Workers-Raw,450..999,755,2025-09-22T15:23:03Z,package.json,0,0,,,,,0
mdn/data,450..999,755,2025-09-21T12:56:06Z,package.json,2,0,,,,,0
hezhongfeng/vue-page-stack,450..999,754,2025-09-15T06:38:56Z,package.json,12,5,"GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-356w-63v5-8wf4,GHSA-jqfw-vq24-v9c3,GHSA-xcj6-pq6g-qj4x","CVE-2025-46565,CVE-2025-31486,CVE-2025-32395,CVE-2025-58751,CVE-2025-58752",5.3,"MODERATE,MODERATE,MODERATE,LOW,LOW",10
markdown-it/markdown-it-emoji,450..999,754,2025-09-22T03:26:34Z,package.json,10,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
npm/rfcs,450..999,750,2025-09-19T15:52:08Z,package.json,3,0,,,,,0
ahmet/awesome-web3,450..999,754,2025-09-22T14:50:17Z,package.json,20,0,,,,,0
freeCodeCamp/boilerplate-npm,450..999,749,2025-09-22T14:18:56Z,package.json,1,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
SlimKQL/Hunting-Queries-Detection-Rules,450..999,749,2025-09-22T07:47:10Z,package.json,0,0,,,,,0
chrisjshull/homebridge-nest,450..999,750,2025-09-20T05:54:13Z,package.json,10,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,,HIGH,0
appium/appium-uiautomator2-driver,450..999,753,2025-09-21T07:05:25Z,package.json,43,11,"GHSA-8hc4-vh64-cxmj,GHSA-fvqr-27wr-82fm,GHSA-p6mc-m468-83gw,GHSA-29mw-wpgm-hmr9,GHSA-35jh-r3h4-6jhm,GHSA-4xc9-xhrj-v574,GHSA-x5rq-j2xg-h7qm,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-jf85-cpcp-j695","CVE-2024-39338,CVE-2021-23337,CVE-2020-28500,CVE-2020-26226,CVE-2019-1010266,CVE-2018-3721,CVE-2025-27152,CVE-2019-10744,CVE-2018-16487,CVE-2020-8203,CVE-2025-58754","8.1,7.5,7.2,8.1","HIGH,HIGH,HIGH,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",0
kirakiray/ofa.js,450..999,749,2025-09-11T04:58:47Z,package.json,10,3,"GHSA-x2rg-q646-7m2v,GHSA-jgmv-j7ww-jx2x,GHSA-593f-38f6-jp5m","CVE-2025-32379,CVE-2025-8129,CVE-2025-25200",3.5,"CRITICAL,MODERATE,LOW",0
chrisguttandin/standardized-audio-context,450..999,749,2025-09-22T15:39:35Z,package.json,42,0,,,,,0
yichya/luci-app-xray,450..999,748,2025-09-22T13:24:35Z,package.json,0,0,,,,,0
SealedSaucer/Statuscord,450..999,747,2025-09-18T12:12:31Z,package.json,6,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
coderaiser/putout,450..999,765,2025-09-22T11:38:28Z,package.json,341,2,GHSA-gxpj-cx7g-858c,"CVE-2017-16137,CVE-2022-3064",7.5,LOW,1
ovineio/ovine,450..999,756,2025-09-11T08:50:20Z,package.json,135,21,"GHSA-gxr4-xjj5-5px2,GHSA-29mw-wpgm-hmr9,GHSA-rv95-896h-c2vc,GHSA-wvr2-q86m-6whp,GHSA-64g7-mvw6-v9qj,GHSA-4rq4-32rv-6wp6,GHSA-4v9v-hfq4-rm2v,GHSA-qw6h-vgh9-j6wx,GHSA-c36v-fmgq-m8hx,GHSA-5q6m-3h65-w53x,GHSA-p6mc-m468-83gw,GHSA-9jgg-88mc-972h,GHSA-6c3j-c64m-qhgq,GHSA-35jh-r3h4-6jhm,GHSA-968p-4wvh-cqc8,GHSA-c2qf-rxjj-qqgw,GHSA-33f9-j839-rf8h,GHSA-vc8w-jr9v-vj7f,GHSA-jpcq-cgw6-v4j6","CVE-2022-37620,CVE-2022-0144,BIT-drupal-2020-11022,CVE-2024-43796,CVE-2024-29041,CVE-2025-30360,CVE-2020-11022,CVE-2024-6531,CVE-2025-27789,CVE-2021-23337,CVE-2020-28500,CVE-2021-24033,CVE-2021-23436,CVE-2021-4307,CVE-2020-11023,CVE-2021-3757,CVE-2025-30359,CVE-2020-8203,BIT-drupal-2020-11023,CVE-2022-25883,CVE-2019-11358","5.6,7.5,7.2,6.9,7.5,5.3,6.3,5.0,7.5,7.1","MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,CRITICAL,MODERATE,LOW,CRITICAL,HIGH,HIGH,MODERATE",10
ruudmens/LazyAdmin,450..999,744,2025-09-19T02:08:05Z,package.json,2,0,,,,,0
wip/app,450..999,744,2025-09-21T19:08:35Z,package.json,11,0,,,,,0
JohnEarnest/Octo,450..999,742,2025-09-16T03:49:04Z,package.json,0,0,,,,,0
dushixiang/kafka-map,450..999,742,2025-09-22T03:07:42Z,package.json,16,19,"GHSA-g4jq-h2w9-997c,GHSA-353f-5xf4-qw67,GHSA-vg6x-rcgg-rjx6,GHSA-hrpp-h998-j3pp,GHSA-wf5p-g6vw-rhxx,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-jqfw-vq24-v9c3,GHSA-64vr-g452-qvp3,GHSA-8jhw-289h-jh2g,GHSA-cph5-m8f7-6c5x,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-356w-63v5-8wf4,GHSA-jr5f-v2jv-69x6,GHSA-c24v-8rfc-w8vw,GHSA-4hjh-wcwx-xvwj,GHSA-xcj6-pq6g-qj4x","CVE-2023-34092,CVE-2021-3749,CVE-2022-24999,CVE-2024-23331,CVE-2025-58754,CVE-2025-24010,CVE-2024-45812,CVE-2025-58752,CVE-2025-46565,CVE-2025-31486,CVE-2025-30208,CVE-2025-58751,CVE-2024-45811,CVE-2025-27152,CVE-2024-57965,CVE-2023-45857,CVE-2024-31207,CVE-2025-31125,CVE-2025-32395","5.3,7.5,0.0","HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,HIGH,HIGH",34
Esri/jsapi-resources,450..999,747,2025-09-16T19:42:06Z,package.json,69,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58752,CVE-2025-58751","5.3,5.3,5.3","LOW,LOW,LOW,LOW,LOW,LOW",0
dependents/node-dependency-tree,450..999,742,2025-09-10T13:44:13Z,package.json,11,0,,,,,0
benborgers/opensheet,450..999,741,2025-09-22T13:24:14Z,package.json,1,0,,,,,0
sindresorhus/gulp-changed,450..999,741,2025-09-08T09:55:49Z,package.json,11,0,,,,,0
Candinya/Kratos-Rebirth,450..999,742,2025-09-23T00:32:33Z,package.json,15,6,"GHSA-jpcq-cgw6-v4j6,GHSA-rmxg-73gg-4p98,GHSA-gxr4-xjj5-5px2,GHSA-6c3j-c64m-qhgq","BIT-drupal-2020-11022,CVE-2020-11023,CVE-2015-9251,CVE-2020-11022,BIT-drupal-2020-11023,CVE-2019-11358",6.9,"MODERATE,MODERATE,MODERATE,MODERATE",15
timkindberg/jest-when,450..999,740,2025-09-18T10:59:18Z,package.json,13,0,,,,,0
fastmail/overture,450..999,740,2025-09-15T11:42:24Z,package.json,17,12,"GHSA-g4jq-h2w9-997c,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-jqfw-vq24-v9c3,GHSA-64vr-g452-qvp3,GHSA-8jhw-289h-jh2g,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-356w-63v5-8wf4,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x","CVE-2025-46565,CVE-2025-24010,CVE-2025-31486,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-58752,CVE-2025-30208,CVE-2024-23331,CVE-2024-31207,CVE-2025-31125,CVE-2025-32395",5.3,"HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",8
cc63/Surge,450..999,739,2025-09-22T06:48:49Z,package.json,0,0,,,,,0
Tencent/tdesign-miniprogram-starter-retail,450..999,740,2025-09-19T08:53:12Z,package.json,15,0,,,,,0
DataTables/DataTablesSrc,450..999,736,2025-09-19T15:10:55Z,package.json,27,1,GHSA-gcx4-mw62-g8wm,CVE-2024-47068,6.1,HIGH,0
internetarchive/wayback-machine-webextension,450..999,730,2025-09-19T21:05:57Z,package.json,19,0,,,,,0
sindresorhus/react-extras,450..999,729,2025-09-20T08:15:46Z,package.json,18,0,,,,,0
zhaotoday/element-plus,450..999,735,2025-09-21T10:51:49Z,package.json,37,8,"GHSA-8hc4-vh64-cxmj,GHSA-wf5p-g6vw-rhxx,GHSA-5m5x-9j46-h678,GHSA-5pgg-2g8v-p4x9,GHSA-g7mw-5cq6-fv82,GHSA-4r6h-8v6p-xvw6,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2024-39338,CVE-2024-57965,CVE-2023-45857,CVE-2025-57665,CVE-2024-22363,CVE-2025-58754,CVE-2023-30533,CVE-2025-27152",0.0,"HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,HIGH,HIGH",1
petermetz/cordova-plugin-ibeacon,450..999,728,2025-09-22T01:33:42Z,package.json,4,0,,,,,0
sindresorhus/leven,450..999,728,2025-09-11T12:37:56Z,package.json,11,0,,,,,0
qist/xray-ui,450..999,726,2025-09-23T00:56:52Z,package.json,0,0,,,,,0
sindresorhus/quick-lru,450..999,723,2025-09-21T14:09:33Z,package.json,4,0,,,,,0
zenozeng/p5.js-svg,450..999,728,2025-09-14T21:14:04Z,package.json,34,12,"GHSA-g4jq-h2w9-997c,GHSA-vg6x-rcgg-rjx6,GHSA-9cwx-2883-4wfx,GHSA-x574-m823-4x7w,GHSA-jqfw-vq24-v9c3,GHSA-64vr-g452-qvp3,GHSA-8jhw-289h-jh2g,GHSA-859w-5945-r5v3,GHSA-4r4m-qw57-chr8,GHSA-356w-63v5-8wf4,GHSA-c24v-8rfc-w8vw,GHSA-xcj6-pq6g-qj4x","CVE-2025-46565,CVE-2025-24010,CVE-2025-31486,CVE-2024-45812,CVE-2024-45811,CVE-2025-58751,CVE-2025-58752,CVE-2025-30208,CVE-2024-23331,CVE-2024-31207,CVE-2025-31125,CVE-2025-32395","5.3,5.3","HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,LOW,LOW",8
BreeeZe/rpos,450..999,727,2025-09-12T11:42:08Z,package.json,25,6,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc,GHSA-78xj-cgh5-2h22,GHSA-2p57-rm9w-gvfp,GHSA-776f-qx25-q3cc","CVE-2024-29415,CVE-2024-43796,CVE-2023-42282,CVE-2024-29041,CVE-2024-45590,CVE-2023-0842","9.8,5.3,5.0,7.5","LOW,HIGH,MODERATE,MODERATE,LOW,HIGH",0
formulajs/formulajs,450..999,721,2025-09-20T09:08:16Z,package.json,18,0,,,,,0
everthis/leetcode-js,450..999,719,2025-09-21T05:21:21Z,package.json,0,0,,,,,0
sweetalert2/sweetalert2-react-content,450..999,721,2025-09-22T13:19:12Z,package.json,24,8,"GHSA-g4jq-h2w9-997c,GHSA-pg98-6v7f-2xfv,GHSA-qq6h-5g6j-q3cm,GHSA-457r-cqc8-9vj9,GHSA-gcx4-mw62-g8wm,GHSA-8jh9-wqpf-q52c,GHSA-jqfw-vq24-v9c3,GHSA-968p-4wvh-cqc8","CVE-2024-47068,CVE-2025-27789,CVE-2025-58752,CVE-2025-58751","5.3,6.1","LOW,LOW,LOW,LOW,LOW,LOW,HIGH,MODERATE",0
expo/vector-icons,450..999,720,2025-09-20T19:17:17Z,package.json,29,0,,,,,0
jakezatecky/react-checkbox-tree,450..999,722,2025-09-19T11:48:14Z,package.json,44,3,"GHSA-7fh5-64p2-3v2j,GHSA-hc6q-2mpp-qw7j,GHSA-4vvj-4cpr-p986","CVE-2024-43788,CVE-2023-28154,CVE-2023-44270",6.4,"CRITICAL,MODERATE,MODERATE",0
liyupi/ai-guide,450..999,718,2025-09-23T02:58:19Z,package.json,11,0,,,,,0
keycloak/keycloak-nodejs-connect,450..999,719,2025-09-22T10:40:56Z,package.json,32,7,"GHSA-qw6h-vgh9-j6wx,GHSA-qwcr-r2fm-qrc7,GHSA-rv95-896h-c2vc,GHSA-8cj5-5rvv-wf4v,GHSA-vp56-6g26-6827,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-48387,CVE-2024-43796,CVE-2024-29041,CVE-2024-45590,CVE-2022-2596,CVE-2025-58754,CVE-2025-27152","5.0,7.5,5.9,7.5","MODERATE,LOW,HIGH,HIGH,MODERATE,HIGH,HIGH",0
cypress-io/eslint-plugin-cypress,450..999,717,2025-09-11T12:59:28Z,package.json,9,0,,,,,0
bindhosts/bindhosts,450..999,716,2025-09-22T02:56:22Z,package.json,4,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58752,CVE-2025-58751",5.3,"LOW,LOW",0
lkmvip/netflix-4K-DDplus,450..999,715,2025-09-22T01:57:21Z,package.json,0,0,,,,,0
amondnet/vercel-action,450..999,716,2025-09-19T14:19:42Z,package.json,52,15,"GHSA-8hc4-vh64-cxmj,GHSA-qw6h-vgh9-j6wx,GHSA-qpjv-v59x-3qc4,GHSA-f82v-jwr5-mffw,GHSA-4342-x723-ch2f,GHSA-xv57-4mr9-wg8v,GHSA-g77x-44xx-532m,GHSA-7gfc-8cq8-jh5f,GHSA-rv95-896h-c2vc,GHSA-g5qg-72qw-gw5v,GHSA-c75v-2vq8-878f,GHSA-c59h-r6p8-q9wc,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-55173,CVE-2024-39338,CVE-2025-29927,CVE-2025-57822,CVE-2024-47831,CVE-2025-57752,CVE-2023-46298,CVE-2024-51479,CVE-2025-27152,CVE-2024-57965,CVE-2024-43796,CVE-2021-4231,CVE-2024-29041,CVE-2025-58754,CVE-2025-32421","0.0,5.0","MODERATE,HIGH,HIGH,HIGH,MODERATE,LOW,CRITICAL,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE",51
DataDog/dd-trace-js,450..999,738,2025-09-23T00:36:48Z,package.json,257,9,"GHSA-7hx8-2rxv-66xv,GHSA-p8p7-x288-28g6,GHSA-q4v7-4rhw-9hqm,GHSA-92vj-g62v-jqhh,GHSA-4hjh-wcwx-xvwj,MAL-2025-21003","CVE-2015-9236,CVE-2023-32732,CVE-2017-5941,CVE-2025-58460,CVE-2023-28155,CVE-2025-9308,CVE-2025-58754,CVE-2025-59139,CVE-2023-37944","5.3,6.5,6.5,5.3,6.5,3.3,5.3,9.8,4.2,6.5","MODERATE,HIGH,UNKNOWN,HIGH,MODERATE,CRITICAL",5
javierbrea/eslint-plugin-boundaries,450..999,714,2025-09-22T14:50:21Z,package.json,16,0,,,,,0
esthor/react-native-swipeable-list,450..999,713,2025-09-23T04:21:07Z,package.json,21,2,GHSA-968p-4wvh-cqc8,"CVE-2020-1920,CVE-2025-27789",7.5,MODERATE,3
quinton-ashley/p5play,450..999,710,2025-09-12T11:38:53Z,package.json,0,0,,,,,0
Andrews54757/FastStream,450..999,711,2025-09-22T18:17:30Z,package.json,7,2,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc","CVE-2024-43796,CVE-2024-29041",5.0,"MODERATE,LOW",0
aws-actions/amazon-ecs-deploy-task-definition,450..999,711,2025-09-23T05:04:13Z,package.json,9,0,,,,,0
systemmin/kill-doc,450..999,707,2025-09-22T03:35:52Z,package.json,1,0,,,,,0
fastify/fastify-cli,450..999,708,2025-09-21T10:44:38Z,package.json,39,3,"GHSA-c2qf-rxjj-qqgw,GHSA-mg2h-6x62-wpwc","CVE-2022-41919,CVE-2025-32442,CVE-2022-25883","5.3,7.5,4.2","HIGH,HIGH",0
nwjs-ffmpeg-prebuilt/nwjs-ffmpeg-prebuilt,450..999,706,2025-09-22T03:56:06Z,package.json,4,0,,,,,0
j-a-n/lovelace-wallpanel,450..999,707,2025-09-23T00:50:03Z,package.json,18,0,,,,,0
jshttp/basic-auth,450..999,703,2025-08-27T13:22:04Z,package.json,10,0,,,,,0
