repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
cytoscape/cytoscape.js,>1800,10625,2025-09-22T18:51:28Z,package.json,33,4,"GHSA-765h-qjxv-5f44,GHSA-vfrc-7r7c-w9mx,GHSA-f2jv-r9rf-7988,GHSA-7wwv-vh3v-89cq","CVE-2021-23369,CVE-2021-23383,CVE-2020-26237",5.6,"CRITICAL,CRITICAL,MODERATE,MODERATE",1
OffcierCia/DeFi-Developer-Road-Map,>1800,10493,2025-09-22T16:54:19Z,package.json,0,0,,,,,0
Netflix/falcor,>1800,10548,2025-09-15T17:13:25Z,package.json,41,8,"GHSA-29mw-wpgm-hmr9,GHSA-xvch-5gv4-984h,GHSA-7x7c-qm48-pq9c,GHSA-35jh-r3h4-6jhm,GHSA-qwcr-r2fm-qrc7,GHSA-qw6h-vgh9-j6wx,GHSA-rc3x-jf5g-xvc5,GHSA-rv95-896h-c2vc","CVE-2024-29041,CVE-2021-23495,CVE-2021-44906,CVE-2024-43796,CVE-2024-45590,CVE-2022-0437,CVE-2021-23337,CVE-2020-28500","5.4,5.0,7.5,7.2","CRITICAL,MODERATE,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH",0
FredrikNoren/ungit,>1800,10541,2025-09-22T17:32:23Z,package.json,66,1,GHSA-q58r-hwc8-rm9j,CVE-2025-1647,,MODERATE,1
plankanban/planka,>1800,10659,2025-09-22T19:12:41Z,package.json,138,0,,,,,0
beefproject/beef,>1800,10458,2025-09-22T21:02:43Z,package.json,2,0,,,,,0
gka/chroma.js,>1800,10452,2025-09-22T10:53:40Z,package.json,16,0,,,,,0
foliojs/pdfkit,>1800,10409,2025-09-22T12:53:47Z,package.json,39,3,"GHSA-4vvj-4cpr-p986,GHSA-wx77-rp39-c6vg,GHSA-wgrm-67xf-hhpq","CVE-2024-43788,CVE-2024-4367",6.4,"MODERATE,HIGH,LOW",14
Kristories/awesome-guidelines,>1800,10320,2025-09-22T17:44:08Z,package.json,1,0,,,,,0
wanglin2/mind-map,>1800,10403,2025-09-22T17:33:04Z,package.json,48,13,"GHSA-3h5v-q93c-6h6q,GHSA-67mh-4wv8-2f99,GHSA-f98w-7cxr-ff2h,GHSA-5pgg-2g8v-p4x9,GHSA-64fm-8hw2-v72w,GHSA-3wc5-fcw2-2329,GHSA-cvr6-37gx-v8wc,GHSA-jr5f-v2jv-69x6,GHSA-4r6h-8v6p-xvw6,GHSA-4hjh-wcwx-xvwj,GHSA-cg87-wmx4-v546,GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx","CVE-2024-28246,CVE-2024-9506,CVE-2024-22363,CVE-2024-37890,CVE-2024-28244,CVE-2024-28243,CVE-2025-27152,CVE-2024-28245,CVE-2024-6783,CVE-2025-58754,CVE-2025-23207,CVE-2023-30533","6.3,6.3","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE",0
protobufjs/protobuf.js,>1800,10374,2025-09-22T07:27:53Z,package.json,49,6,"GHSA-vh95-rmgr-6w4m,GHSA-xvch-5gv4-984h,GHSA-8mmm-9v2q-x3f9,GHSA-52f5-9888-hmc6,GHSA-c2qf-rxjj-qqgw","CVE-2025-54798,CVE-2020-7598,CVE-2021-44906,CVE-2022-25878,CVE-2022-37611,CVE-2022-25883","8.2,8.2,5.3,8.2,8.2,8.2,8.2,8.2,8.2,9.8,8.2,8.2,8.2","LOW,HIGH,CRITICAL,MODERATE,CRITICAL",0
tangly1024/NotionNext,>1800,10250,2025-09-22T22:56:31Z,package.json,50,7,"GHSA-jr5f-v2jv-69x6,GHSA-4342-x723-ch2f,GHSA-8hc4-vh64-cxmj,GHSA-4hjh-wcwx-xvwj,GHSA-g5qg-72qw-gw5v,GHSA-xv57-4mr9-wg8v","CVE-2025-55173,CVE-2025-57752,CVE-2025-57822,CVE-2025-58754,CVE-2024-39338,CVE-2025-27152,CVE-2024-57965",0.0,"MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH",0
advplyr/audiobookshelf,>1800,10134,2025-09-22T22:35:14Z,package.json,46,15,"GHSA-qm2q-9f3q-2vcv,GHSA-qjqp-xr96-cj99,GHSA-qw6h-vgh9-j6wx,GHSA-c6rp-xvqv-mwmf,GHSA-mcrw-746g-9q8h,GHSA-jr5f-v2jv-69x6,GHSA-vf6r-87q4-2vjf,GHSA-7fh5-64p2-3v2j,GHSA-4hjh-wcwx-xvwj,GHSA-wf5p-g6vw-rhxx,GHSA-j386-3444-qgwg,GHSA-6vx4-v2jw-qwqh,GHSA-rv95-896h-c2vc,GHSA-25hc-qcg6-38wj","CVE-2024-43796,CVE-2024-29041,CVE-2023-44270,CVE-2021-33040,CVE-2024-34341,CVE-2024-57965,CVE-2025-27152,CVE-2025-46812,CVE-2024-43368,CVE-2023-45857,CVE-2024-38355,CVE-2024-34343,CVE-2025-58754,CVE-2024-53847,CVE-2025-21610","6.3,5.0,0.0","MODERATE,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,MODERATE",0
easydiffusion/easydiffusion,>1800,10091,2025-09-22T20:36:43Z,package.json,1,0,,,,,0
stevenjoezhang/live2d-widget,>1800,10043,2025-09-22T12:35:23Z,package.json,9,0,,,,,0
faisalman/ua-parser-js,>1800,9853,2025-09-22T02:52:01Z,package.json,13,1,GHSA-x3m3-4wpv-5vgc,CVE-2024-38999,,HIGH,0
facebook/jscodeshift,>1800,9814,2025-09-22T10:53:41Z,package.json,26,4,"GHSA-952p-6rrq-rcjv,GHSA-54xq-cgqr-rpm3,GHSA-xf8x-j4p2-f749,GHSA-52f5-9888-hmc6","CVE-2025-54798,CVE-2024-4067,CVE-2025-55303",,"MODERATE,HIGH,LOW,MODERATE",0
leeoniya/uPlot,>1800,9408,2025-09-22T22:16:29Z,package.json,2,0,,,,,0
upgundecha/howtheysre,>1800,9453,2025-09-22T17:30:27Z,package.json,6,0,,,,,0
jprichardson/node-fs-extra,>1800,9594,2025-09-20T14:21:17Z,package.json,11,2,"GHSA-vh95-rmgr-6w4m,GHSA-xvch-5gv4-984h","CVE-2020-7598,CVE-2021-44906",9.8,"MODERATE,CRITICAL",0
sindresorhus/ora,>1800,9458,2025-09-21T00:32:09Z,package.json,15,0,,,,,0
horsicq/Detect-It-Easy,>1800,9373,2025-09-22T20:45:15Z,package.json,3,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
BrasilAPI/BrasilAPI,>1800,9632,2025-09-22T18:57:17Z,package.json,51,19,"GHSA-f82v-jwr5-mffw,GHSA-4r4m-qw57-chr8,GHSA-g4jq-h2w9-997c,GHSA-x3cc-x39p-42qx,GHSA-qpjv-v59x-3qc4,GHSA-9rhg-254w-fh9x,GHSA-xcj6-pq6g-qj4x,GHSA-c59h-r6p8-q9wc,GHSA-7gfc-8cq8-jh5f,GHSA-x574-m823-4x7w,GHSA-g77x-44xx-532m,GHSA-4342-x723-ch2f,GHSA-4hjh-wcwx-xvwj,GHSA-356w-63v5-8wf4,GHSA-g5qg-72qw-gw5v,GHSA-jqfw-vq24-v9c3,GHSA-859w-5945-r5v3,GHSA-xv57-4mr9-wg8v","CVE-2025-55173,CVE-2023-34104,CVE-2025-57822,CVE-2025-46565,CVE-2023-46298,CVE-2025-58752,CVE-2025-58754,CVE-2023-26920,CVE-2025-32395,CVE-2024-47831,CVE-2025-32421,CVE-2025-30208,CVE-2025-29927,CVE-2024-51479,CVE-2025-58751,CVE-2025-57752,CVE-2025-31125,CVE-2024-57083,CVE-2025-31486","5.3,7.5,7.5","HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,CRITICAL,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,HIGH",0
hackmdio/codimd,>1800,9810,2025-09-22T17:45:00Z,package.json,181,42,"GHSA-qgmg-gppg-76g5,GHSA-vqfx-gj96-3w95,GHSA-963h-3v39-3pqf,GHSA-8gwm-58g9-j8pw,GHSA-fxwf-4rqh-v8g3,GHSA-f598-mfpv-gmfx,GHSA-7rqq-prvp-x9jh,GHSA-x7hr-w5r2-h6wg,GHSA-phwq-j96m-2c2q,GHSA-75v8-2h7p-7m2m,GHSA-rv95-896h-c2vc,GHSA-6chw-6frg-f759,GHSA-6vfc-qv3f-vr6c,GHSA-3h5v-q93c-6h6q,GHSA-hhqj-cfjx-vj25,GHSA-9v3m-8fp8-mj99,GHSA-fpw7-j2hg-69v5,GHSA-vfrc-7r7c-w9mx,GHSA-wrh9-cjv3-2hpw,GHSA-m974-647v-whv7,GHSA-ghr5-ch3p-vcr6,GHSA-v638-q856-grg8,GHSA-vxmc-5x29-h64v,GHSA-rcw3-wmx7-cphr,GHSA-4rch-2fh8-94vw,GHSA-mp7w-mhcv-673j,GHSA-5379-r78w-42h2,GHSA-7wwv-vh3v-89cq,GHSA-qw6h-vgh9-j6wx,GHSA-pxg6-pf52-xh8x,GHSA-968p-4wvh-cqc8,GHSA-mqr2-w7wj-jjgr,GHSA-p8p7-x288-28g6,GHSA-8c25-f3mj-v6h8,GHSA-qghr-877h-f9jh,GHSA-xx4c-jj58-r7x6,GHSA-pmh2-wpjm-fj45,GHSA-49j4-86m8-q2jw,GHSA-4mxg-3p6v-xgq3,GHSA-6fc8-4gx4-v693,GHSA-qwcr-r2fm-qrc7,GHSA-25hc-qcg6-38wj","CVE-2021-32640,CVE-2024-43796,CVE-2021-39171,CVE-2025-25304,CVE-2024-38355,CVE-2023-25813,CVE-2025-27793,CVE-2022-39299,CVE-2023-22578,CVE-2025-54881,CVE-2025-54880,CVE-2024-21508,CVE-2024-21512,CVE-2019-8331,CVE-2023-0835,CVE-2024-47764,CVE-2024-45590,CVE-2024-6485,CVE-2021-3765,CVE-2024-21511,CVE-2023-39663,CVE-2020-28481,CVE-2024-29041,CVE-2017-18589,CVE-2024-53382,CVE-2023-28155,CVE-2022-21670,CVE-2023-22579,CVE-2025-27789,CVE-2022-29078,CVE-2025-54419,CVE-2023-22580,CVE-2024-37890,CVE-2025-46653,CVE-2025-26619,CVE-2024-21507,CVE-2024-21509,CVE-2020-26237,CVE-2022-0776,CVE-2024-33883","5.8,7.5,7.5,5.3,5.3,6.1,10.0,5.3,5.3,7.4,5.0,5.3,7.5,6.5,6.1","MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,CRITICAL,MODERATE,CRITICAL,CRITICAL,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,CRITICAL,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,CRITICAL,CRITICAL,HIGH,MODERATE,MODERATE,CRITICAL,MODERATE",0
vercel/ncc,>1800,9679,2025-09-20T22:06:45Z,package.json,99,19,"GHSA-w7rc-rwvf-8q5r,GHSA-cchq-frgv-rjh5,GHSA-vg7j-7cwx-8wgw,GHSA-qw6h-vgh9-j6wx,GHSA-2rq5-699j-x7p6,GHSA-r683-j2x4-v87g,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-5j4c-8p2g-v4jx,GHSA-p8p7-x288-28g6,GHSA-3wf4-68gx-mph8,GHSA-93f3-23rq-pjfp,GHSA-54xq-cgqr-rpm3,GHSA-724c-6vrf-99rq,GHSA-3965-hpx2-q597,GHSA-w42g-7vfc-xf37,GHSA-5jpf-pj32-xx53,GHSA-g644-9gfx-q4q4,GHSA-rv95-896h-c2vc","CVE-2020-15125,CVE-2024-9506,CVE-2024-29041,CVE-2024-43796,CVE-2023-25345,CVE-2023-37903,CVE-2023-25344,CVE-2023-28155,CVE-2025-23061,CVE-2025-58754,CVE-2020-15168,CVE-2022-0235,CVE-2024-57965,CVE-2025-27152,CVE-2024-11023,CVE-2020-15095,CVE-2023-37466,CVE-2021-39134,CVE-2024-36361","0.0,9.8,6.1,8.2,5.0,8.8,9.8","HIGH,MODERATE,LOW,HIGH,HIGH,HIGH,MODERATE,HIGH,CRITICAL,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH,CRITICAL,CRITICAL",0
c3js/c3,>1800,9357,2025-09-19T09:23:26Z,package.json,25,6,"GHSA-xp63-6vf5-xf3v,GHSA-mh2h-6j8q-x246,GHSA-5g97-whc9-8g7j,GHSA-rc3x-jf5g-xvc5,GHSA-8r4g-cg4m-x23c,GHSA-5q88-cjfq-g2mh","CVE-2020-7597,CVE-2023-26111,CVE-2021-23495,CVE-2020-15123,CVE-2020-7596","5.4,9.3","MODERATE,HIGH,HIGH,MODERATE,HIGH,MODERATE",0
i18next/react-i18next,>1800,9723,2025-09-22T21:57:01Z,package.json,155,9,"GHSA-4v9v-hfq4-rm2v,GHSA-7f53-fmmv-mfjv,GHSA-qw6h-vgh9-j6wx,GHSA-4vvj-4cpr-p986,GHSA-9jgg-88mc-972h,GHSA-96g7-g7g9-jxw8,GHSA-968p-4wvh-cqc8,GHSA-9crc-q9x8-hgqq,GHSA-qwcr-r2fm-qrc7","CVE-2024-43796,CVE-2024-45590,CVE-2025-30360,CVE-2020-1920,CVE-2024-43788,CVE-2025-24964,CVE-2024-51757,CVE-2025-30359,CVE-2025-27789","7.5,7.5,5.0,6.4","MODERATE,HIGH,MODERATE,MODERATE,MODERATE,HIGH,CRITICAL,CRITICAL,LOW,MODERATE",3
yokoffing/Betterfox,>1800,9116,2025-09-22T19:14:47Z,package.json,0,0,,,,,0
klaudiosinani/taskbook,>1800,9130,2025-09-22T14:12:03Z,package.json,6,0,,,,,0
cnodejs/nodeclub,>1800,9347,2025-09-21T05:56:08Z,package.json,55,28,"GHSA-qgmg-gppg-76g5,GHSA-82v2-mx6x-wq7q,GHSA-qx2f-477c-35rq,GHSA-vg7j-7cwx-8wgw,GHSA-qw6h-vgh9-j6wx,GHSA-9m93-w8w6-76hh,GHSA-9h6g-pr28-7cqp,GHSA-8687-vv9j-hgph,GHSA-hpqj-7cj6-hfj8,GHSA-rv95-896h-c2vc,GHSA-p8p7-x288-28g6,GHSA-6vfc-qv3f-vr6c,GHSA-m7xq-9374-9rvx,GHSA-8hfj-j24r-96c4,GHSA-f825-f98c-gj3g,GHSA-hwqf-gcqm-7353,GHSA-v923-w3x8-wh69,GHSA-446m-mv8f-q348,GHSA-8225-6cvr-8pqp,GHSA-h8hf-x3f4-xwgp,GHSA-4vrv-93c7-m92j,GHSA-4x6g-3cmx-w76r,GHSA-6hwc-9h8r-3vmf,GHSA-48ww-j4fc-435p,GHSA-qwcr-r2fm-qrc7","CVE-2024-29041,CVE-2024-43796,GO-2025-3789,CVE-2017-16136,CVE-2017-16129,CVE-2022-24785,CVE-2021-43138,CVE-2023-3696,CVE-2022-21670,CVE-2023-28155,CVE-2022-21704,CVE-2022-22984,CVE-2025-23061,CVE-2025-6624,CVE-2019-17426,CVE-2022-40764,CVE-2024-53900,CVE-2022-2564,BIT-mongoose-2022-2564,CVE-2017-18214,CVE-2022-25896,CVE-2022-24304,CVE-2022-24441,CVE-2024-45590,CVE-2020-7769,CVE-2021-23400,CVE-2021-3765,BIT-mongoose-2023-3696","5.9,5.3,10.0,5.0,4.8,7.5,5.5,7.8,5.3,7.5,7.5,6.1,6.3","MODERATE,MODERATE,CRITICAL,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,HIGH,HIGH,MODERATE,CRITICAL,MODERATE,MODERATE,HIGH,HIGH,MODERATE,LOW",1
terser/terser,>1800,9097,2025-09-22T02:57:18Z,package.json,14,1,GHSA-c2qf-rxjj-qqgw,CVE-2022-25883,5.3,HIGH,0
XIU2/UserScript,>1800,8931,2025-09-22T17:32:54Z,package.json,0,0,,,,,0
klaudiosinani/signale,>1800,8994,2025-09-22T13:34:12Z,package.json,6,0,,,,,0
bpmn-io/bpmn-js,>1800,9209,2025-09-22T07:19:03Z,package.json,53,0,,,,,0
grpc/grpc-web,>1800,9055,2025-09-22T17:13:54Z,package.json,30,10,"GHSA-p6mc-m468-83gw,GHSA-29mw-wpgm-hmr9,GHSA-xvch-5gv4-984h,GHSA-4xc9-xhrj-v574,GHSA-jf85-cpcp-j695,GHSA-x5rq-j2xg-h7qm,GHSA-35jh-r3h4-6jhm,GHSA-fvqr-27wr-82fm","CVE-2018-3721,CVE-2024-7246,CVE-2020-28500,CVE-2020-8203,CVE-2021-44906,CVE-2019-1010266,CVE-2019-10744,CVE-2023-32732,CVE-2021-23337,CVE-2018-16487","5.3,7.2,5.3","CRITICAL,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",0
pmndrs/drei,>1800,9185,2025-09-22T10:53:52Z,package.json,78,11,"GHSA-4r4m-qw57-chr8,GHSA-g4jq-h2w9-997c,GHSA-xcj6-pq6g-qj4x,GHSA-x574-m823-4x7w,GHSA-vg6x-rcgg-rjx6,GHSA-968p-4wvh-cqc8,GHSA-356w-63v5-8wf4,GHSA-jqfw-vq24-v9c3,GHSA-859w-5945-r5v3","CVE-2025-24010,CVE-2025-46565,CVE-2025-58752,CVE-2025-27789,CVE-2025-32395,CVE-2025-31125,CVE-2024-47068,CVE-2025-30208,CVE-2025-58751,CVE-2020-1481,CVE-2025-31486","5.3,8.8,6.1","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE",2
nuejs/nue,>1800,8791,2025-09-22T19:15:16Z,package.json,9,0,,,,,0
wangrongding/wechat-bot,>1800,8752,2025-09-22T15:15:25Z,package.json,20,5,"GHSA-3h5v-q93c-6h6q,GHSA-jr5f-v2jv-69x6,GHSA-8hc4-vh64-cxmj,GHSA-4hjh-wcwx-xvwj","CVE-2024-37890,CVE-2024-57965,CVE-2025-27152,CVE-2025-58754,CVE-2024-39338",0.0,"HIGH,HIGH,HIGH,HIGH",0
mozilla/nunjucks,>1800,8778,2025-09-22T14:18:01Z,package.json,47,4,"GHSA-m5pj-vjjf-4m3h,GHSA-rm36-94g8-835r,GHSA-j383-35pm-c5h4,GHSA-cm22-4g7w-348p","CVE-2020-7729,CVE-2022-0436,CVE-2024-43800,CVE-2022-1537","5.0,7.8","LOW,HIGH,MODERATE,HIGH",0
bia-pain-bache/BPB-Worker-Panel,>1800,8594,2025-09-22T19:30:07Z,package.json,12,1,GHSA-pfq8-rq6v-vf5m,CVE-2022-37620,7.5,HIGH,0
release-it/release-it,>1800,8645,2025-09-22T19:34:16Z,package.json,40,1,,CVE-2020-1481,8.8,,2
jonobr1/two.js,>1800,8523,2025-09-22T14:32:29Z,package.json,17,0,,,,,0
primer/octicons,>1800,8569,2025-09-22T17:31:00Z,package.json,71,14,"GHSA-9gr3-7897-pp7m,GHSA-gcx4-mw62-g8wm,GHSA-fmvm-x8mv-47mj,GHSA-mvjj-gqq2-p4hw,GHSA-4342-x723-ch2f,GHSA-25mp-g6fv-mqxx,GHSA-g5qg-72qw-gw5v,GHSA-xv57-4mr9-wg8v,GHSA-qpjv-v59x-3qc4,GHSA-c59h-r6p8-q9wc,GHSA-7gfc-8cq8-jh5f,GHSA-g77x-44xx-532m,GHSA-3h52-269p-cp9r,GHSA-f82v-jwr5-mffw","CVE-2022-23646,CVE-2025-55173,CVE-2021-43803,CVE-2024-47068,CVE-2025-57822,CVE-2024-47831,CVE-2018-6341,CVE-2025-32421,CVE-2025-48068,CVE-2025-29927,CVE-2024-51479,CVE-2025-57752,CVE-2021-39178,CVE-2023-46298","6.1,6.1,6.1,6.1","LOW,CRITICAL,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,MODERATE,LOW,MODERATE,HIGH,LOW,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,HIGH",0
shipshapecode/tether,>1800,8501,2025-09-17T06:42:35Z,package.json,33,0,,,,,0
sockjs/sockjs-client,>1800,8495,2025-09-13T10:12:09Z,package.json,28,1,GHSA-cm22-4g7w-348p,CVE-2024-43800,5.0,LOW,0
artilleryio/artillery,>1800,8725,2025-09-22T11:35:44Z,package.json,207,23,"GHSA-pppg-cpfq-h7wr,GHSA-29mw-wpgm-hmr9,GHSA-h755-8qp9-cq85,GHSA-64g7-mvw6-v9qj,GHSA-qw6h-vgh9-j6wx,GHSA-9qrh-qjmc-5w2p,GHSA-mwcw-c2x4-8c55,GHSA-3xgq-45jj-v275,GHSA-c2qf-rxjj-qqgw,GHSA-fjxv-7rqg-78g4,GHSA-44fp-w29j-9vj5,GHSA-jqv5-7xpx-qj74,GHSA-35jh-r3h4-6jhm,GHSA-rv95-896h-c2vc,GHSA-hw8r-x6gr-5gjp,GHSA-3h5v-q93c-6h6q,GHSA-fwr7-v2mv-hh25,GHSA-gxpj-cx7g-858c,GHSA-4rq4-32rv-6wp6,GHSA-qm7x-rc44-rrqw,GHSA-qwcr-r2fm-qrc7,GHSA-25hc-qcg6-38wj","CVE-2024-21534,CVE-2024-29041,CVE-2024-43796,CVE-2023-36665,CVE-2022-21227,CVE-2023-47108,CVE-2022-0144,CVE-2024-21538,CVE-2021-43138,CVE-2015-9236,CVE-2023-2968,CVE-2017-16137,CVE-2024-38355,CVE-2024-55565,CVE-2021-23337,CVE-2024-37890,CVE-2022-25883,CVE-2020-28500,CVE-2025-7783,CVE-2024-45590,CVE-2022-43441,CVE-2025-47935,CVE-2025-1302","7.1,5.0,7.5,5.3,5.3,5.0,5.0,7.5,7.5,8.1,7.8,9.8,7.2","CRITICAL,HIGH,HIGH,MODERATE,MODERATE,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,MODERATE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,CRITICAL,MODERATE,CRITICAL,HIGH,MODERATE,HIGH,HIGH",4
Kenshin/simpread,>1800,8481,2025-09-22T17:31:33Z,package.json,25,5,"GHSA-4v9v-hfq4-rm2v,GHSA-9jgg-88mc-972h,GHSA-cf66-xwfp-gvc4,GHSA-f8q6-p94x-37v3,GHSA-mwcw-c2x4-8c55","CVE-2022-3517,CVE-2024-55565,CVE-2025-30359,CVE-2025-30360,CVE-2018-14732","7.5,7.5","HIGH,MODERATE,HIGH,MODERATE,MODERATE",0
facebook/stylex,>1800,8722,2025-09-20T14:19:46Z,package.json,142,8,"GHSA-952p-6rrq-rcjv,GHSA-4342-x723-ch2f,GHSA-qpjv-v59x-3qc4,GHSA-g5qg-72qw-gw5v,GHSA-4wf5-vphf-c2xc,GHSA-3h52-269p-cp9r,GHSA-f82v-jwr5-mffw,GHSA-xv57-4mr9-wg8v","CVE-2025-32421,CVE-2025-55173,CVE-2025-48068,CVE-2025-29927,CVE-2024-4067,CVE-2025-57752,CVE-2022-25858,CVE-2025-57822",5.3,"LOW,CRITICAL,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH",51
cerebroapp/cerebro,>1800,8488,2025-09-22T17:29:31Z,package.json,67,13,"GHSA-qqvq-6xgj-jw8g,GHSA-9jxc-qjr9-vjxq,GHSA-6r2x-8pq8-9489,GHSA-7m48-wc93-9g85,GHSA-p7v2-p9m8-qqg7,GHSA-7x97-j373-85x5,GHSA-qw6h-vgh9-j6wx,GHSA-gff7-g5r8-mg8m,GHSA-c2qf-rxjj-qqgw,GHSA-wr3j-pwj9-hqq6,GHSA-vmqv-hx8q-j7mg,GHSA-rv95-896h-c2vc","CVE-2024-29180,CVE-2023-39956,CVE-2024-29041,CVE-2022-29257,CVE-2024-43796,CVE-2023-44402,CVE-2022-25883,CVE-2023-5217,CVE-2024-46993,CVE-2024-39698,CVE-2022-26260,CVE-2025-55305,CVE-2023-29198","6.6,5.3,6.1,5.0","HIGH,HIGH,HIGH,CRITICAL,MODERATE,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,LOW",0
chaijs/chai,>1800,8249,2025-09-20T14:21:45Z,package.json,18,0,,,,,0
GoogleChrome/web-vitals,>1800,8217,2025-09-22T10:35:27Z,package.json,26,4,"GHSA-rv95-896h-c2vc,GHSA-gcx4-mw62-g8wm,GHSA-qwcr-r2fm-qrc7,GHSA-qw6h-vgh9-j6wx","CVE-2024-45590,CVE-2024-43796,CVE-2024-29041,CVE-2024-47068","7.5,6.1,5.0","HIGH,HIGH,MODERATE,LOW",0
i18next/i18next,>1800,8283,2025-09-22T22:01:14Z,package.json,42,0,,,,,0
givanz/VvvebJs,>1800,8190,2025-09-22T20:17:34Z,package.json,7,1,GHSA-qw6h-vgh9-j6wx,CVE-2024-43796,5.0,LOW,0
expressjs/morgan,>1800,8110,2025-09-20T18:37:33Z,package.json,16,0,,,,,0
bluewave-labs/Checkmate,>1800,8317,2025-09-22T19:44:24Z,package.json,79,7,"GHSA-m7xq-9374-9rvx,GHSA-qw6h-vgh9-j6wx,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj,GHSA-8hc4-vh64-cxmj,GHSA-vg7j-7cwx-8wgw","CVE-2024-43796,CVE-2024-53900,CVE-2025-23061,CVE-2025-58754,CVE-2024-39338,CVE-2025-27152,CVE-2024-57965","0.0,0.0,5.0","HIGH,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,CRITICAL",2
garmeeh/next-seo,>1800,8101,2025-09-22T12:04:49Z,package.json,27,10,"GHSA-7m27-7ghc-44w9,GHSA-qpjv-v59x-3qc4,GHSA-c59h-r6p8-q9wc,GHSA-7gfc-8cq8-jh5f,GHSA-g77x-44xx-532m,GHSA-4342-x723-ch2f,GHSA-g5qg-72qw-gw5v,GHSA-3h52-269p-cp9r,GHSA-f82v-jwr5-mffw,GHSA-xv57-4mr9-wg8v","CVE-2025-55173,CVE-2024-47831,CVE-2024-56332,CVE-2025-57822,CVE-2025-32421,CVE-2024-51479,CVE-2025-29927,CVE-2025-48068,CVE-2025-57752,CVE-2023-46298",,"LOW,MODERATE,CRITICAL,MODERATE,HIGH,LOW,LOW,MODERATE,MODERATE,MODERATE",0
lencx/Noi,>1800,7969,2025-09-22T21:32:13Z,package.json,15,0,,,,,0
jerryc127/hexo-theme-butterfly,>1800,7925,2025-09-22T15:52:01Z,package.json,4,0,,,,,0
conventional-changelog/standard-version,>1800,7879,2025-09-22T16:56:54Z,package.json,26,4,"GHSA-c2qf-rxjj-qqgw,GHSA-gmwp-3pwc-3j3g,GHSA-4rq4-32rv-6wp6,GHSA-64g7-mvw6-v9qj","CVE-2022-0144,CVE-2022-25883,CVE-2022-37614","9.8,7.1,5.3","CRITICAL,HIGH,MODERATE,HIGH",3
isomorphic-git/isomorphic-git,>1800,7863,2025-09-22T16:57:06Z,package.json,88,6,"GHSA-968p-4wvh-cqc8,GHSA-qgfr-5hqp-vrw9,GHSA-fgxq-p49f-qw99,GHSA-x2pg-mjhr-2m5x,GHSA-gcx4-mw62-g8wm","CVE-2020-12265,CVE-2021-30483,CVE-2020-26226,CVE-2024-47068,CVE-2025-27789,CVE-2022-31051","8.1,6.1,9.8","MODERATE,MODERATE,HIGH,MODERATE,CRITICAL",0
metalsmith/metalsmith,>1800,7851,2025-09-22T17:28:03Z,package.json,48,1,GHSA-952p-6rrq-rcjv,CVE-2024-4067,,MODERATE,0
github/awesome-copilot,>1800,7818,2025-09-22T22:28:12Z,package.json,1,0,,,,,0
rust-lang/rust-by-example,>1800,7612,2025-09-22T09:52:29Z,package.json,0,0,,,,,0
