repository,star_range,star,latest_push,files,total_dependencies,number_of_vulnerabilities,ghsa,cve_strings,cvss,severity,sploitus_number_of_pocs
pyscript/polyscript,50..65,61,2025-09-15T09:29:26Z,package.json,22,0,,,,,0
threadvis/ThreadVis,50..65,61,2025-09-17T12:27:44Z,package.json,0,0,,,,,0
vanjarosoftware/Vanjaro.Platform,50..65,61,2025-09-10T05:23:53Z,package.json,12,2,"GHSA-4vvj-4cpr-p986,GHSA-589f-c66p-hxr4","CVE-2022-21802,CVE-2024-43788",6.4,"MODERATE,MODERATE",0
jaxcore/bumblebee-hotword,50..65,61,2025-09-17T15:49:02Z,package.json,6,0,,,,,0
brainhubinc/react-media-hook,50..65,61,2025-07-07T15:53:16Z,package.json,22,0,,,,,0
jedie/django-for-runners,50..65,61,2025-09-20T14:29:45Z,package.json,0,0,,,,,0
privatenumber/compare-bun-node,50..65,61,2025-09-22T00:18:54Z,package.json,8,0,,,,,0
sindresorhus/truncate-url,50..65,61,2025-09-22T16:09:56Z,package.json,2,0,,,,,0
fastify/fastify-url-data,50..65,61,2025-09-21T09:18:32Z,package.json,9,1,GHSA-mg2h-6x62-wpwc,CVE-2025-32442,7.5,HIGH,0
jam3scampbell/AI-timeline,50..65,61,2025-09-17T02:52:51Z,package.json,13,8,"GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-356w-63v5-8wf4,GHSA-xcj6-pq6g-qj4x,GHSA-vg6x-rcgg-rjx6","CVE-2025-24010,CVE-2025-32395,CVE-2025-30208,CVE-2025-31486,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2025-31125",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",42
GNOME/gnome-shell-extensions,50..65,61,2025-09-16T17:52:29Z,package.json,2,0,,,,,0
EmilHvitfeldt/quarto-revealjs-editable,50..65,61,2025-09-23T18:40:37Z,package.json,0,0,,,,,0
htmlhint/grunt-htmlhint,50..65,61,2025-08-26T08:22:15Z,package.json,4,2,"GHSA-rm36-94g8-835r,GHSA-j383-35pm-c5h4","CVE-2022-0436,CVE-2022-1537",7.8,"MODERATE,HIGH",1
omshub/website,50..65,61,2025-08-03T02:05:47Z,package.json,71,3,"GHSA-x7hr-w5r2-h6wg,GHSA-4342-x723-ch2f","CVE-2025-57822,CVE-2025-9308,CVE-2024-53382",3.3,"MODERATE,MODERATE",0
adobe/Marinus,50..65,61,2025-08-26T18:30:11Z,package.json,28,1,GHSA-4mxg-3p6v-xgq3,CVE-2025-54419,,CRITICAL,0
hackforla/tdm-calculator,50..65,61,2025-09-17T01:09:37Z,package.json,82,5,"GHSA-jqfw-vq24-v9c3,GHSA-8hc4-vh64-cxmj,GHSA-jr5f-v2jv-69x6,GHSA-g4jq-h2w9-997c,GHSA-4hjh-wcwx-xvwj","CVE-2025-58751,CVE-2025-27152,CVE-2025-58752,CVE-2024-39338,CVE-2025-58754","7.5,5.3","HIGH,HIGH,HIGH,LOW,LOW",0
mansona/lint-to-the-future,50..65,61,2025-09-19T15:51:03Z,package.json,66,5,"GHSA-qw6h-vgh9-j6wx,GHSA-w7rc-rwvf-8q5r,GHSA-4vvj-4cpr-p986,GHSA-rv95-896h-c2vc,GHSA-r683-j2x4-v87g","CVE-2024-43788,CVE-2024-43796,CVE-2024-29041,CVE-2020-15168,CVE-2022-0235","6.4,8.8,5.0","MODERATE,LOW,HIGH,MODERATE,LOW",2
boehs/site,50..65,61,2025-09-03T23:08:50Z,package.json,34,1,GHSA-pfq8-rq6v-vf5m,CVE-2022-37620,7.5,HIGH,0
akornatskyy/scheduler,50..65,61,2025-09-10T11:58:54Z,package.json,27,0,,,,,0
grantcarthew/notes,50..65,60,2025-09-13T00:27:41Z,package.json,0,0,,,,,0
BanManagement/BanManager-WebUI,50..65,60,2025-09-08T02:30:30Z,package.json,99,1,GHSA-jgmv-j7ww-jx2x,CVE-2025-8129,3.5,LOW,0
holtzy/quarto-tricks,50..65,60,2025-09-13T15:30:38Z,package.json,0,0,,,,,0
sindresorhus/slugify-cli,50..65,60,2025-09-15T00:25:05Z,package.json,5,0,,,,,0
OllieWP/ollie-menu-designer,50..65,60,2025-09-18T21:10:27Z,package.json,3,0,,,,,0
sindresorhus/skin-tone,50..65,60,2025-09-21T13:02:02Z,package.json,3,0,,,,,0
KostasSliazas/Europass-Maker-Offline,50..65,60,2025-09-19T18:54:15Z,package.json,0,0,,,,,0
datastructures-js/binary-search-tree,50..65,60,2025-09-21T14:24:57Z,package.json,10,3,"GHSA-rm36-94g8-835r,GHSA-m5pj-vjjf-4m3h,GHSA-j383-35pm-c5h4","CVE-2020-7729,CVE-2022-0436,CVE-2022-1537",7.8,"HIGH,MODERATE,HIGH",1
vbskycn/subm,50..65,60,2025-09-19T10:37:42Z,package.json,0,0,,,,,0
aptdnfapt/qwen-code-oai-proxy,50..65,60,2025-09-20T17:21:07Z,package.json,11,3,"GHSA-qw6h-vgh9-j6wx,GHSA-rv95-896h-c2vc,GHSA-4hjh-wcwx-xvwj","CVE-2024-43796,CVE-2024-29041,CVE-2025-58754","7.5,5.0","HIGH,MODERATE,LOW",0
transloadit/jquery-sdk,50..65,60,2025-08-21T17:37:58Z,package.json,21,1,GHSA-9crc-q9x8-hgqq,CVE-2025-24964,,CRITICAL,0
confluentinc/confluent-sigma,50..65,60,2025-09-17T13:12:48Z,package.json,33,0,,,,,0
BKWLD/vue-visual,50..65,60,2025-08-22T16:38:19Z,package.json,32,5,"GHSA-qw6h-vgh9-j6wx,GHSA-3965-hpx2-q597,GHSA-rv95-896h-c2vc,GHSA-5j4c-8p2g-v4jx,GHSA-g3ch-rx76-35fx","CVE-2024-43796,CVE-2024-29041,CVE-2024-6783,CVE-2024-36361,CVE-2024-9506",5.0,"MODERATE,LOW,LOW,MODERATE,MODERATE",0
Werneror/pekja,50..65,60,2025-09-12T06:12:16Z,package.json,0,0,,,,,0
scimmyjs/scimmy,50..65,60,2025-09-03T07:21:42Z,package.json,11,0,,,,,0
AngelGarcia13/DominicanWhoCodes,50..65,60,2025-09-17T17:55:00Z,package.json,0,0,,,,,0
stefangordon/dotmatrixtool,50..65,60,2025-09-15T01:54:35Z,package.json,0,0,,,,,0
projectdysnomia/dysnomia,50..65,60,2025-09-13T23:01:02Z,package.json,11,0,,,,,0
oxc-project/bench-javascript-linter,50..65,60,2025-09-22T13:54:57Z,package.json,7,0,,,,,0
newtextdoc1111/ComfyUI-Autocomplete-Plus,50..65,60,2025-09-21T00:39:01Z,package.json,8,0,,,,,0
dependents/detective-typescript,50..65,60,2025-08-01T12:59:16Z,package.json,7,0,,,,,0
lifeomic/chromicons,50..65,60,2025-08-25T19:42:07Z,package.json,16,2,"GHSA-54xq-cgqr-rpm3,GHSA-x2pg-mjhr-2m5x",CVE-2022-31051,,"MODERATE,HIGH",0
adyen-examples/adyen-node-online-payments,50..65,60,2025-08-21T07:21:04Z,package.json,64,11,"GHSA-cj7v-w2c7-cp7c,GHSA-qw6h-vgh9-j6wx,GHSA-859w-5945-r5v3,GHSA-4hjh-wcwx-xvwj,GHSA-jqfw-vq24-v9c3,GHSA-rv95-896h-c2vc,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-356w-63v5-8wf4,GHSA-xcj6-pq6g-qj4x","CVE-2024-43796,CVE-2025-32395,CVE-2025-31486,CVE-2024-29409,CVE-2025-31125,CVE-2024-29041,CVE-2025-30208,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2025-58754","5.3,7.5,5.0","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,MODERATE,LOW",42
KenWeTech/My-Nudgr,50..65,60,2025-09-02T20:23:24Z,package.json,17,6,"GHSA-qw6h-vgh9-j6wx,GHSA-8hc4-vh64-cxmj,GHSA-jr5f-v2jv-69x6,GHSA-fjgf-rc76-4x9p,GHSA-qwcr-r2fm-qrc7,GHSA-4hjh-wcwx-xvwj","CVE-2025-7338,CVE-2024-43796,CVE-2024-45590,CVE-2024-39338,CVE-2025-58754,CVE-2025-27152","5.0,7.5,7.5","HIGH,LOW,HIGH,HIGH,HIGH,HIGH",0
telefonicaid/iotagent-node-lib,50..65,60,2025-09-19T16:22:44Z,package.json,39,3,"GHSA-wc69-rhjr-hc9g,GHSA-56x4-j7p9-fcf9,GHSA-v78c-4p63-2j6c","CVE-2020-8178,CVE-2022-31129","7.5,9.8","HIGH,LOW,MODERATE",0
joeljamestech2/JOEL-XMD,50..65,60,2025-09-05T17:23:57Z,package.json,51,6,"GHSA-qw6h-vgh9-j6wx,GHSA-8hc4-vh64-cxmj,GHSA-x5gf-qvw8-r2rm,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2024-43796,CVE-2025-5891,CVE-2025-27152,CVE-2024-39338,CVE-2025-58754,CVE-2015-9236","7.5,5.3,5.0,4.3","HIGH,HIGH,HIGH,LOW,LOW",0
lidaofu-hub/j_media_server,50..65,60,2025-09-16T10:35:29Z,package.json,0,0,,,,,0
nextcloud/impersonate,50..65,60,2025-09-21T03:28:37Z,package.json,0,0,,,,,0
otetard/ownpad,50..65,60,2025-09-19T02:36:04Z,package.json,17,3,GHSA-5j4c-8p2g-v4jx,"CVE-2024-9506,CVE-2022-39210,CVE-2017-0888","3.2,4.3,4.3,3.2,3.2,3.2,4.3,3.2",LOW,0
Munz1211-Project/DISCORD-JS-V14-TEMPLATE,50..65,60,2025-02-19T06:57:52Z,package.json,14,9,"GHSA-wf5p-g6vw-rhxx,GHSA-qw6h-vgh9-j6wx,GHSA-56x4-j7p9-fcf9,GHSA-v78c-4p63-2j6c,GHSA-4hjh-wcwx-xvwj,GHSA-rv95-896h-c2vc,GHSA-jr5f-v2jv-69x6,MAL-2025-21003,GHSA-r683-j2x4-v87g","CVE-2024-43796,CVE-2022-0235,CVE-2024-29041,CVE-2025-27152,CVE-2023-45857,CVE-2024-57965,CVE-2025-58754","0.0,8.8,5.0","MODERATE,HIGH,HIGH,LOW,MODERATE,HIGH,UNKNOWN,MODERATE,LOW",2
copystring/ioBroker.roborock,50..65,60,2025-08-17T17:32:44Z,package.json,43,3,"GHSA-67mh-4wv8-2f99,GHSA-jr5f-v2jv-69x6,GHSA-4hjh-wcwx-xvwj","CVE-2025-27152,CVE-2025-58754",7.5,"MODERATE,HIGH,HIGH",0
dword-design/vue-mermaid-string,50..65,60,2025-09-12T07:34:35Z,package.json,10,3,"GHSA-8gwm-58g9-j8pw,GHSA-7rqq-prvp-x9jh,GHSA-mwcw-c2x4-8c55","CVE-2025-54880,CVE-2025-54881,CVE-2024-55565",,"MODERATE,MODERATE,MODERATE",0
tomsec8/IntelHub,50..65,60,2025-09-16T20:55:53Z,package.json,0,0,,,,,0
riemann/riemann-nodejs-client,50..65,60,2025-09-16T15:08:33Z,package.json,5,0,,,,,0
DhanushNehru/CustomCodeEditor,50..65,60,2025-09-23T12:25:49Z,package.json,27,0,,,,,0
platformatic/flame,50..65,60,2025-09-20T22:57:29Z,package.json,18,2,,"CVE-2024-43796,CVE-2022-39288","5.0,7.5",,0
pelias/openaddresses,50..65,60,2025-09-15T04:19:44Z,package.json,30,14,"GHSA-wf5p-g6vw-rhxx,GHSA-fwr7-v2mv-hh25,GHSA-35jh-r3h4-6jhm,GHSA-4xc9-xhrj-v574,GHSA-29mw-wpgm-hmr9,GHSA-fvqr-27wr-82fm,GHSA-jf85-cpcp-j695,GHSA-p6mc-m468-83gw,GHSA-x5rq-j2xg-h7qm,GHSA-4hjh-wcwx-xvwj,GHSA-vh95-rmgr-6w4m,GHSA-xvch-5gv4-984h,GHSA-jr5f-v2jv-69x6","CVE-2021-44906,CVE-2019-1010266,CVE-2020-7598,CVE-2019-10744,CVE-2018-3721,CVE-2017-16013,CVE-2021-43138,CVE-2023-45857,CVE-2020-28500,CVE-2021-23337,CVE-2018-16487,CVE-2025-27152,CVE-2020-8203,CVE-2025-58754","9.8,7.5,7.5,7.8,7.2","MODERATE,CRITICAL,MODERATE,HIGH,HIGH,HIGH,MODERATE,HIGH,MODERATE,CRITICAL,HIGH,MODERATE,HIGH",0
e-alfred/flowupload,50..65,60,2025-09-13T02:12:03Z,package.json,46,6,"GHSA-4vvj-4cpr-p986,GHSA-5j4c-8p2g-v4jx,GHSA-hc6q-2mpp-qw7j,GHSA-g3ch-rx76-35fx","CVE-2022-39210,CVE-2024-6783,CVE-2024-43788,CVE-2023-28154,CVE-2024-9506,CVE-2017-0888","4.3,3.2,3.2,6.4,4.3,3.2","LOW,MODERATE,CRITICAL,MODERATE",0
FOSDEM/infrastructure,50..65,60,2025-09-21T15:20:00Z,package.json,0,0,,,,,0
le-tex/InDesignScripts,50..65,60,2025-09-23T14:33:16Z,package.json,0,0,,,,,0
webtorrent/ut_pex,50..65,60,2025-09-16T00:20:53Z,package.json,9,0,,,,,0
kommitters/editorjs-toggle-block,50..65,60,2025-08-05T00:30:40Z,package.json,19,2,"GHSA-4vvj-4cpr-p986,GHSA-hc6q-2mpp-qw7j","CVE-2024-43788,CVE-2023-28154",6.4,"CRITICAL,MODERATE",0
rvagg/cborg,50..65,60,2025-09-05T04:33:29Z,package.json,20,1,,CVE-2020-26226,"8.1,8.1,8.1,8.1,8.1",,0
celo-org/governance,50..65,60,2025-09-15T17:09:49Z,package.json,4,0,,,,,0
Magic-Fish-Labs/Ecole-Directe-Plus,50..65,60,2025-09-20T14:16:14Z,package.json,13,12,"GHSA-gx9m-whjm-85jf,GHSA-vhxf-7vqr-mrjg,GHSA-mmhx-hmjr-r674,GHSA-859w-5945-r5v3,GHSA-jqfw-vq24-v9c3,GHSA-xwcq-pm8m-c4vf,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-356w-63v5-8wf4,GHSA-xcj6-pq6g-qj4x,GHSA-vg6x-rcgg-rjx6","CVE-2025-32395,CVE-2024-45801,CVE-2025-31486,CVE-2024-47875,CVE-2025-31125,CVE-2025-30208,CVE-2025-24010,CVE-2025-58751,CVE-2023-46233,CVE-2025-58752,CVE-2025-26791,CVE-2025-46565","5.3,9.1,7.3","MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,CRITICAL,HIGH,HIGH,MODERATE",43
obviajs/obvia,50..65,60,2025-09-17T09:36:54Z,package.json,0,0,,,,,0
fogus/codd,50..65,60,2025-09-19T23:03:55Z,package.json,9,4,"GHSA-w3w8-37jv-2c58,GHSA-cf4h-3jhx-xvhq,GHSA-25hc-qcg6-38wj,GHSA-fxwf-4rqh-v8g3","CVE-2015-8862,CVE-2020-28481,CVE-2021-23358,CVE-2024-38355","3.3,5.3","HIGH,CRITICAL,MODERATE,MODERATE",3
Animeboynz/Mihon-Backup-Viewer,50..65,60,2025-09-22T00:50:21Z,package.json,6,0,,,,,0
frogcat/leaflet-tilelayer-mask,50..65,60,2025-09-11T05:56:33Z,package.json,0,0,,,,,0
goncalomb/Samaritan,50..65,60,2025-08-18T21:29:55Z,package.json,0,0,,,,,0
futurestudio/hapi-dev-errors,50..65,60,2025-08-11T23:27:01Z,package.json,16,1,,CVE-2015-9236,"5.3,5.3,5.3",,0
AppiumTestDistribution/appium-gestures-plugin,50..65,60,2025-08-21T05:50:46Z,package.json,21,0,,,,,0
blacklabel/custom_events,50..65,60,2025-09-22T07:22:47Z,package.json,23,0,,,,,0
wcm-io-frontend/aem-clientlib-generator,50..65,60,2025-09-22T17:15:12Z,package.json,32,0,,,,,0
PRO-2684/Scriptio,50..65,59,2025-09-19T20:13:13Z,package.json,1,0,,,,,0
structurizr/ui,50..65,59,2025-09-23T16:12:50Z,package.json,0,0,,,,,0
MrPrimate/ddb-adventure-muncher,50..65,60,2025-09-18T05:42:45Z,package.json,23,5,"GHSA-6r2x-8pq8-9489,GHSA-9jxc-qjr9-vjxq,GHSA-vmqv-hx8q-j7mg,GHSA-36fh-84j7-cv5h,GHSA-c2qf-rxjj-qqgw","CVE-2024-46993,CVE-2022-48285,CVE-2025-55305,CVE-2024-39698,CVE-2022-25883",5.3,"MODERATE,MODERATE,MODERATE,HIGH,HIGH",0
node-loader/import-maps,50..65,59,2025-09-16T01:40:07Z,package.json,6,0,,,,,0
Arslan-MD/Arslan_MD,50..65,59,2025-09-23T19:39:56Z,package.json,41,8,"GHSA-wf5p-g6vw-rhxx,GHSA-x5gf-qvw8-r2rm,GHSA-4hjh-wcwx-xvwj,GHSA-jr5f-v2jv-69x6,GHSA-r683-j2x4-v87g,GHSA-mhxj-85r3-2x55,GHSA-fjxv-7rqg-78g4","CVE-2023-45857,CVE-2022-36313,CVE-2025-7783,CVE-2025-27152,CVE-2022-0235,CVE-2024-57965,CVE-2025-5891,CVE-2025-58754","8.8,5.5,4.3,0.0","HIGH,HIGH,LOW,CRITICAL,MODERATE,HIGH,HIGH",3
AdguardTeam/FiltersCompiler,50..65,59,2025-09-23T11:03:13Z,package.json,23,0,,,,,0
brave/web-discovery-project,50..65,60,2025-09-15T07:29:41Z,package.json,77,0,,,,,0
hchiam/learning-lighthouse-ci,50..65,59,2025-07-19T18:33:21Z,package.json,3,0,,,,,0
theforeman/foreman_discovery,50..65,59,2025-09-22T12:15:15Z,package.json,8,0,,,,,0
LinWanCen/draw-graph,50..65,59,2025-09-16T14:37:01Z,package.json,0,0,,,,,0
SaxoBank/openapi-samples-js,50..65,59,2025-09-04T11:41:23Z,package.json,3,0,,,,,0
discourse/discourse-whos-online,50..65,59,2025-09-15T08:48:21Z,package.json,5,0,,,,,0
sindresorhus/locate-path,50..65,59,2025-09-15T23:17:46Z,package.json,4,0,,,,,0
pinokiocomputer/pinokiod,50..65,59,2025-09-19T12:52:43Z,package.json,59,14,"GHSA-wf5p-g6vw-rhxx,GHSA-qw6h-vgh9-j6wx,GHSA-8hc4-vh64-cxmj,GHSA-3h5v-q93c-6h6q,GHSA-cvv5-9h9w-qp2m,GHSA-4hjh-wcwx-xvwj,GHSA-ghr5-ch3p-vcr6,GHSA-4www-5p9h-95mh,GHSA-rv95-896h-c2vc,GHSA-9gqv-wp59-fq42,GHSA-jr5f-v2jv-69x6,GHSA-gx6r-qc2v-3p3v,GHSA-c7qv-q95q-8v27","CVE-2023-42810,CVE-2024-56334,CVE-2024-43796,CVE-2025-32996,CVE-2024-33883,CVE-2023-45857,CVE-2024-39338,CVE-2023-29827,CVE-2024-29041,CVE-2025-32997,CVE-2025-27152,CVE-2024-21536,CVE-2024-37890,CVE-2025-58754","7.5,7.5,9.8,9.8,5.0","HIGH,MODERATE,MODERATE,MODERATE,HIGH,HIGH,HIGH,CRITICAL,HIGH,MODERATE,MODERATE,LOW,HIGH",1
KyleBing/ipad,50..65,59,2025-09-21T01:17:07Z,package.json,0,0,,,,,0
NoobishSVK/fm-dx-webserver,50..65,59,2025-09-19T10:45:30Z,package.json,11,1,MAL-2025-22760,CVE-2017-1000042,6.1,UNKNOWN,0
xcmt/ABC_report,50..65,59,2025-09-22T15:22:44Z,package.json,0,0,,,,,0
zzorba/marvelsdb,50..65,59,2025-09-22T19:30:11Z,package.json,0,0,,,,,0
neurons-me/be.this,50..65,59,2025-08-17T16:15:42Z,package.json,1,0,,,,,0
madprops/grasshopper,50..65,59,2025-09-05T22:51:56Z,package.json,2,0,,,,,0
RabbitHouseCorp/ChinoKafuu,50..65,59,2025-07-31T14:25:39Z,package.json,52,1,GHSA-4hjh-wcwx-xvwj,CVE-2025-58754,7.5,HIGH,0
so1ve/fuck-elonmusk,50..65,59,2025-06-17T00:41:59Z,package.json,4,0,,,,,0
nightmode/feri,50..65,59,2025-09-21T20:13:33Z,package.json,20,1,GHSA-pfq8-rq6v-vf5m,CVE-2022-37620,7.5,HIGH,0
XimeraProject/server,50..65,59,2025-09-21T22:06:55Z,package.json,117,49,"GHSA-fwr7-v2mv-hh25,GHSA-2p57-rm9w-gvfp,GHSA-m7xq-9374-9rvx,GHSA-3h5v-q93c-6h6q,GHSA-v923-w3x8-wh69,GHSA-cf4h-3jhx-xvhq,GHSA-78xj-cgh5-2h22,GHSA-4gw3-8f77-f72c,GHSA-xf7w-r453-m56c,GHSA-8687-vv9j-hgph,GHSA-gpqq-952q-5327,GHSA-rvg8-pwq2-xj7q,GHSA-9v62-24cr-58cx,GHSA-h6gj-6jjq-h8g9,GHSA-x5gf-qvw8-r2rm,GHSA-x3m3-4wpv-5vgc,GHSA-f794-r6xc-hf3v,GHSA-6fc8-4gx4-v693,GHSA-f825-f98c-gj3g,GHSA-6c3j-c64m-qhgq,GHSA-qw6h-vgh9-j6wx,GHSA-wx77-rp39-c6vg,GHSA-r8f7-9pfq-mjmv,GHSA-p493-635q-r6gr,GHSA-qwcr-r2fm-qrc7,GHSA-3965-hpx2-q597,GHSA-mh5c-679w-hh4r,GHSA-wc69-rhjr-hc9g,GHSA-rv95-896h-c2vc,GHSA-35q2-47q7-3pc3,GHSA-gxr4-xjj5-5px2,GHSA-r5xw-q988-826m,GHSA-gwg9-rgvj-4h5j,GHSA-jpcq-cgw6-v4j6,GHSA-33vc-wfww-vjfv,GHSA-9gj3-hwp5-pmwc,GHSA-h8hf-x3f4-xwgp,GHSA-qxg5-2qff-p49r,GHSA-j7qv-pgf6-hvh4,GHSA-9m93-w8w6-76hh,GHSA-v638-q856-grg8,GHSA-vg7j-7cwx-8wgw,GHSA-qgmg-gppg-76g5,GHSA-8hfj-j24r-96c4","CVE-2024-38999,CVE-2022-25896,BIT-drupal-2021-41184,CVE-2024-29041,BIT-drupal-2021-41183,CVE-2021-32640,CVE-2022-2564,CVE-2025-5891,CVE-2022-31129,BIT-mongoose-2022-2564,CVE-2023-39663,CVE-2024-43796,CVE-2022-24785,CVE-2023-42282,CVE-2024-36361,BIT-drupal-2020-11022,CVE-2020-11023,CVE-2021-3765,CVE-2021-21353,CVE-2019-11358,CVE-2022-31160,BIT-mongoose-2023-3696,CVE-2021-41580,CVE-2025-48367,CVE-2023-3696,CVE-2020-8178,CVE-2021-43138,CVE-2020-7760,CVE-2020-24025,CVE-2020-11022,CVE-2021-32761,CVE-2025-23061,BIT-drupal-2021-41182,CVE-2025-9910,BIT-drupal-2020-11023,CVE-2019-17426,CVE-2021-29469,CVE-2021-23358,CVE-2019-5413,CVE-2019-13173,CVE-2021-41183,CVE-2021-41182,CVE-2024-29415,CVE-2022-24304,CVE-2024-45590,CVE-2021-41184,CVE-2021-32696,CVE-2024-53900,CVE-2024-37890","9.8,5.0,3.7,7.5,6.8,4.8,5.3,3.3,7.5,7.5,7.5,5.3,5.3,9.8,7.5,10.0,5.3,5.3,6.9,7.8,4.3,7.5","LOW,HIGH,MODERATE,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,LOW,CRITICAL,HIGH,HIGH,MODERATE,HIGH,MODERATE,HIGH,CRITICAL,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,CRITICAL,HIGH,CRITICAL,CRITICAL,HIGH,CRITICAL,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,HIGH,MODERATE",5
neurons-me/this.dictionary,50..65,59,2025-08-17T16:18:19Z,package.json,0,0,,,,,0
shirsakm/nightlio,50..65,59,2025-09-23T11:05:16Z,package.json,16,2,"GHSA-g4jq-h2w9-997c,GHSA-jqfw-vq24-v9c3","CVE-2025-58751,CVE-2025-58752",5.3,"LOW,LOW",0
paazmaya/yaml-validator,50..65,59,2025-09-21T18:11:41Z,package.json,11,0,,,,,0
harmoninux/HiSH,50..65,59,2025-09-23T10:19:46Z,package.json,0,0,,,,,0
Shopify/shop-chat-agent,50..65,59,2025-09-14T11:12:47Z,package.json,29,7,"GHSA-jqfw-vq24-v9c3,GHSA-4r4m-qw57-chr8,GHSA-x574-m823-4x7w,GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-356w-63v5-8wf4,GHSA-xcj6-pq6g-qj4x","CVE-2025-32395,CVE-2025-30208,CVE-2025-31486,CVE-2025-58751,CVE-2025-58752,CVE-2025-46565,CVE-2025-31125",5.3,"MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW",42
Jigsaw-Code/sensemaking-tools,50..65,59,2025-09-22T19:04:36Z,package.json,83,5,"GHSA-qw6h-vgh9-j6wx,GHSA-jqfw-vq24-v9c3,GHSA-rv95-896h-c2vc,GHSA-g4jq-h2w9-997c,GHSA-68x2-mx4q-78m7","CVE-2025-59052,CVE-2024-43796,CVE-2024-29041,CVE-2025-58751,CVE-2025-58752","5.0,5.3","HIGH,MODERATE,LOW,HIGH,LOW,LOW",0
owent/xresconv-gui,50..65,59,2025-07-26T09:43:33Z,package.json,11,2,GHSA-vmqv-hx8q-j7mg,"CVE-2023-44402,CVE-2025-55305",6.1,MODERATE,0
kopfrechner/gitlab-mr-mcp,50..65,59,2025-09-12T07:51:39Z,package.json,4,0,,,,,0
xceed-nitj/AMS-with-TimeTable,50..65,59,2025-09-17T15:06:41Z,package.json,101,26,"GHSA-8hc4-vh64-cxmj,GHSA-92r3-m2mg-pj97,GHSA-4r6h-8v6p-xvw6,GHSA-m7xq-9374-9rvx,GHSA-qwcr-r2fm-qrc7,GHSA-4hjh-wcwx-xvwj,GHSA-c24v-8rfc-w8vw,GHSA-8jhw-289h-jh2g,GHSA-jqfw-vq24-v9c3,GHSA-ghr5-ch3p-vcr6,GHSA-9h6g-pr28-7cqp,GHSA-w532-jxjh-hjhj,GHSA-x574-m823-4x7w,GHSA-8mvj-3j78-4qmw,GHSA-g4jq-h2w9-997c,GHSA-859w-5945-r5v3,GHSA-5pgg-2g8v-p4x9,GHSA-v2mw-5mch-w8c5,GHSA-9cwx-2883-4wfx,GHSA-64vr-g452-qvp3,GHSA-vg7j-7cwx-8wgw,GHSA-4r4m-qw57-chr8,GHSA-jr5f-v2jv-69x6,GHSA-xcj6-pq6g-qj4x,GHSA-356w-63v5-8wf4,GHSA-vg6x-rcgg-rjx6","CVE-2025-32395,CVE-2023-49293,CVE-2025-31486,CVE-2025-29907,CVE-2025-23061,CVE-2023-29827,CVE-2025-30208,CVE-2025-27152,CVE-2025-58751,CVE-2025-57810,CVE-2025-58754,CVE-2024-45811,CVE-2025-25977,CVE-2024-45812,CVE-2024-22363,CVE-2024-33883,CVE-2024-45590,CVE-2024-39338,CVE-2025-31125,CVE-2024-23331,CVE-2024-31207,CVE-2024-53900,CVE-2023-30533,CVE-2025-24010,CVE-2025-58752,CVE-2025-46565","7.5,7.5,7.5,5.3,9.8","MODERATE,HIGH,HIGH,CRITICAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,HIGH,HIGH",34
KhalisFoundation/sttm-web,50..65,59,2025-09-17T17:02:13Z,package.json,99,4,"GHSA-qw6h-vgh9-j6wx,GHSA-4vvj-4cpr-p986,GHSA-qwcr-r2fm-qrc7,GHSA-4mxg-3p6v-xgq3","CVE-2024-45590,CVE-2025-54419,CVE-2024-43788,CVE-2024-43796","7.5,6.4,5.0","HIGH,CRITICAL,MODERATE,LOW",0
